A0_objective,A1_objective,absolute_objective_difference,objective_tolerance,objective_agreement,max_absolute_Q_difference,max_absolute_F_difference,R_equal,first_stage_hash_equal,worst_loss_difference,worst_loss_agreement,worst_scenario_equal,A0_full_exact_certificate,A1_full_exact_certificate,decision_equivalent,classification,row_sha256,benchmark_instance_id,replicate_id,item_size
3954046688.3230176,3954046688.3230176,0.0,3.9540467883230175,True,0.0,796565103.4147882,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,060d75a01c792d93e37a7f28f28cae309b99cc003c91b3da7b7d34660bd08ed8,E5C-R08-I9,E5C-R08,9
1499890621.337062,1499890621.337062,0.0,1.499890721337062,True,0.0,163134379.20499095,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,0a09a6acd6ae7abeec10e58196b83008a38c5dc2a2c532fbb0dcf57357f92d2d,E5C-R09-I3,E5C-R09,3
2919795012.539152,2919795012.539152,0.0,2.9197951125391524,True,0.0,681139743.9806175,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,83a355f97a8fe18a5701e5452a3ac9235f3ac2bda0ef6be1f25b9792cde9f460,E5C-R09-I6,E5C-R09,6
4085603687.789859,4085603687.789859,0.0,4.085603787789859,True,0.0,24460730.901600044,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,3a01e1da2ceca8bc1c8b6a325309c196122e12bc518b275d9b8dbee6447e1173,E5C-R09-I9,E5C-R09,9
1404957994.415875,1404957994.415875,0.0,1.404958094415875,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,88c64edc96d9146fc5a07628005e96bd3d18a5f3d4718090456cb8384ac81700,E5C-R10-I3,E5C-R10,3
2599287281.973797,2599287281.973797,0.0,2.599287381973797,True,2.2351741790771484e-08,0.0,True,False,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,6dbb20c011bafc8d9373fffc7c624ba5b89e7eed9701ba71bd0e6e6cfeac2bf9,E5C-R10-I6,E5C-R10,6
3851162218.2295976,3851162218.2295976,0.0,3.8511623182295978,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,8c930489400b7e3158efccaf2b4b2804535760d2bca906d79dd18160eaa08ef6,E5C-R10-I9,E5C-R10,9
1074087571.1070724,1074087571.1070724,0.0,1.0740876711070724,True,0.0,21114228.5554055,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,470a21e96052045185ab7a3ff05ec8a3ec9b676a4ce1097a482e9dc7e1e7f097,E5C-R11-I3,E5C-R11,3
2370636363.65096,2370636363.65096,0.0,2.37063646365096,True,0.0,21114228.5554055,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,aa7b688b313f8a7e733fd3af3f859f3ef31927d824318cd5f47a554426d667d5,E5C-R11-I6,E5C-R11,6
3462221704.1318,3462221704.1318,0.0,3.4622218041318003,True,0.0,21114228.5554055,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,c60bced952ed0c6f4bbb043ef6efebcf8995bfa1c1a82e2b1a5c271ee3f209ef,E5C-R11-I9,E5C-R11,9
1344685103.0213308,1344685103.0213308,0.0,1.344685203021331,True,0.0,200577953.17444393,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,916011365efdb1b7cd8b04a226e0c2437debad9caf2cca8f2bb4636f8685e247,E5C-R12-I3,E5C-R12,3
2569437618.4750996,2569437618.4750996,0.0,2.5694377184750996,True,0.0,375451426.75638294,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,904c7e538deb533fabb30b30f7e459a071154ef1f8c09193b4a6a87ce46bb828,E5C-R12-I6,E5C-R12,6
4036781997.091394,4036781997.091394,0.0,4.036782097091394,True,0.0,3804947.5228103134,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,78536347f2357544434918f99fa8b655a051edb37835b51ef76a705b46bd30d2,E5C-R12-I9,E5C-R12,9
996128290.6023892,996128290.6023892,0.0,0.9961283906023892,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,dae9ec71d97b68a9bdfc1784db7f865e6b6c92886f2eb7f9c0c0b4614c9d5639,E5C-R13-I3,E5C-R13,3
2105765055.0989242,2105765055.0989242,0.0,2.1057651550989243,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,5ab0cce5521875920d50085704e37da8ba28de1856716f3ff7ab8c3549b38338,E5C-R13-I6,E5C-R13,6
3295622969.3027472,3295622969.3027472,0.0,3.2956230693027475,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,2ac28e729278a2d95d7ee177f50ce62ded797e9df28d180cf70882c46add8e6e,E5C-R13-I9,E5C-R13,9
1233498401.0230987,1233498401.0230987,0.0,1.2334985010230988,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,e7c847924acb0eac7d613beb0513a4d94575122fd93db349ded4db98b4e9ef08,E5C-R14-I3,E5C-R14,3
2503759775.4226546,2503759775.4226546,0.0,2.5037598754226544,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,4b9e7be2b4c9feae30307e827299c8e8cfdf22d92b2203ecf4a46fdb830e544e,E5C-R14-I6,E5C-R14,6
4019491892.128807,4019491892.128807,0.0,4.019491992128808,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,b412145660363ef6fcc26a5b275c0c51b588b3ff26659b49109d47e2371a643e,E5C-R14-I9,E5C-R14,9
1352816585.548616,1352816585.548616,0.0,1.3528166855486161,True,0.0,318802133.4112,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,e15e13ffa360830c11e7f96e00a9165a700a54e17cf3d4f9694e4579e1c1281a,E5C-R15-I3,E5C-R15,3
2773889320.214857,2773889320.214857,0.0,2.773889420214857,True,0.0,709037460.3844148,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,882f6e128bc1ea44295af024fbf2a807b9f0e7c0ce0f39f48390df1802a77bdd,E5C-R15-I6,E5C-R15,6
4083801161.703732,4083801161.703732,0.0,4.083801261703733,True,0.0,19929389.63789048,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,88f3a6f8ff185d7ba71b7578d5d85e0ecee97887bf7319e09a64435acabb92ae,E5C-R15-I9,E5C-R15,9
1279054286.8660142,1279054286.8660142,0.0,1.2790543868660145,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,faffdf4afedf0df73f956560cb62ab6a61fe9877a013ab9c874bbea6bbdda9d1,E5C-R16-I3,E5C-R16,3
2720369207.9775043,2720369207.9775043,0.0,2.720369307977504,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,d7d068b682736dbd9bed306edd9ae4f56daac9b84c709038f7b9975f22aa072b,E5C-R16-I6,E5C-R16,6
4284209386.3315573,4284209386.3315573,0.0,4.284209486331558,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,a839ebfe8d067c8a7c4d743ee5ee80954a0e6548bb4a1a3380dadeaed9e9627b,E5C-R16-I9,E5C-R16,9
1314730767.912111,1314730767.912111,0.0,1.3147308679121112,True,0.0,21598538.354244187,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,f0e2301a95e5d39db35a5f8d5b2a45344a3ea4f8cf127c4bfc5930622ff0d012,E5C-R17-I3,E5C-R17,3
2573475579.960027,2573475579.960027,0.0,2.573475679960027,True,0.0,21598538.354244187,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,e791785fc12d809578cb06032011ae211302febd9f6085636f7a04bf8cb1841b,E5C-R17-I6,E5C-R17,6
3934092552.8949633,3934092552.8949633,0.0,3.934092652894963,True,0.0,18904063.459577553,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,17b7bcc185186f113bc4be47c37d89ca8fd50a3ad10f7b0a4101c2fdb78ffd9d,E5C-R17-I9,E5C-R17,9
1006705660.1286429,1006705660.1286429,0.0,1.006705760128643,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,5f3a41210af2cee1d20b1ead6cc0322fea8a42e4275686e2ca464c936d78c08e,E5C-R18-I3,E5C-R18,3
2477654757.6112576,2477654757.6112576,0.0,2.4776548576112574,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,2cb3d25592c4b5c69e58c262d324f67e847e04118ae88a407b9eb7f92805bacf,E5C-R18-I6,E5C-R18,6
3693855506.1577554,3693855506.1577554,0.0,3.6938556061577557,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,7cadb3441d5c966589b448be8b459f29d882983840465126fc3f59e06af5d9ae,E5C-R18-I9,E5C-R18,9
1115120604.3325584,1115120604.3325584,0.0,1.1151207043325586,True,0.0,24260696.3377643,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,e3cbae866f612062b95a13761f0dacac0f7a51d2d0cfbe0d634a1500e21e29c2,E5C-R19-I3,E5C-R19,3
2326246087.495164,2326246087.495164,0.0,2.326246187495164,True,0.0,4549016.576455081,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,3a263d0ce1bfa8b8d6764743591681f42229e70954a96bc70a4e95559ee10d53,E5C-R19-I6,E5C-R19,6
3311157457.129385,3311157457.1293845,4.76837158203125e-07,3.311157557129385,True,0.0,1202048553.6674948,False,False,4.76837158203125e-07,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,82a060a45d52622926ec6704b2ed53bcda27b8df69ef9f6f85d346f33e4c2fc8,E5C-R19-I9,E5C-R19,9
1480405011.8892658,1480405011.8892658,0.0,1.4804051118892658,True,0.0,22841024.601868093,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,c2efab795dd5c295cc35f0a6a6dec38859c452c3386f16f23e650ac6d7611c43,E5C-R20-I3,E5C-R20,3
2844118766.084658,2844118766.084658,0.0,2.844118866084658,True,0.0,543988014.4121845,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,1d7974064c519affa8384b26291c5635c5f1445c34f47a39c241382bd602a9f2,E5C-R20-I6,E5C-R20,6
4292534098.4396873,4292534098.4396873,0.0,4.292534198439688,True,0.0,15714972.886223258,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,2cc67e1e602281298eb629f67880f00e19af3e4a03ba6482226463daeb5c63db,E5C-R20-I9,E5C-R20,9
1381305678.0508935,1381305678.0508935,0.0,1.3813057780508937,True,0.0,544956508.511341,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,df4e532369bad59b541b653bf13b7020db1fdac8bd4de3b02b6a1187a4828259,E5C-R21-I3,E5C-R21,3
2399721741.5193577,2399721741.5193577,0.0,2.3997218415193577,True,0.0,0.0,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,6ec04ac49b85d304d2c8d1556a350699ffd186a95136e2cae3a102f5b8c48874,E5C-R21-I6,E5C-R21,6
3584077814.6359425,3584077814.6359425,0.0,3.5840779146359427,True,0.0,0.0,False,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,c75a16deb8f7d04256b9345f6f185ad8186c1c7a434ffd5b125fd6cfc9f6e642,E5C-R21-I9,E5C-R21,9
1356691155.180113,1356691155.180113,0.0,1.3566912551801131,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,287387f3310eb8f862f0c079e63d8ffe10d03edfe87bec5422d9b453c2d825df,E5C-R22-I3,E5C-R22,3
2631130867.649127,2631130867.649127,0.0,2.631130967649127,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,c86b515f5d074acce25882b2dfd2d347b65844eb4148b694a7e3c6ccb53a42f3,E5C-R22-I6,E5C-R22,6
3960209144.4012923,3960209144.4012923,0.0,3.9602092444012924,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,1506819aeca942b35544e5cad853da9e0a8efbbdf1973e32b443c9654a8bc649,E5C-R22-I9,E5C-R22,9
1309155037.5109224,1309155037.5109224,0.0,1.3091551375109225,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,d48524d14add202067e7bc15b7ac9b055212da69b66e2b3aada036d6a9e9f94c,E5C-R23-I3,E5C-R23,3
2826139370.0387616,2826139370.0387616,0.0,2.8261394700387616,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,d7b51b41e26d94c5323d7025385f80028adc07167c75e72c0b2531992d28a28d,E5C-R23-I6,E5C-R23,6
4264947075.5458713,4264947075.5458713,0.0,4.264947175545871,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,c76ee66dc34306ad1a3609555f3f8dd6113da54476981e807c68b6c5ebaf244f,E5C-R23-I9,E5C-R23,9
1261703554.8489547,1261703554.8489547,0.0,1.2617036548489549,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,23b61208d3bc35e8eea6f15da469167c730ca517f795a96b4887b77d5cc24399,E5C-R24-I3,E5C-R24,3
2430787517.099574,2430787517.099574,0.0,2.430787617099574,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,be536b596afd4cda00f0ff0fedf8cfd68f6f4f550eb4f46121934d1b9a9e56db,E5C-R24-I6,E5C-R24,6
3596521886.8782864,3596521886.8782864,0.0,3.5965219868782863,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,6793ade20a67c2ea53cf8deaf35d1585db3ed477738a58678d3e303557eb723b,E5C-R24-I9,E5C-R24,9
1359395822.896472,1359395822.896472,0.0,1.359395922896472,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,00150b0b67aba67f83a25bfcf6571176a63775a6ac2d80c058f60ce1340a37f7,E5C-R25-I3,E5C-R25,3
2663854647.9923377,2663854647.9923377,0.0,2.6638547479923376,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,278ed1e6f957c4a1944eccde95e0ba2f56f6c0a0fe73b227411547f126d57ed6,E5C-R25-I6,E5C-R25,6
3959914810.9811096,3959914810.9811096,0.0,3.9599149109811096,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,8f59fcce2331aefd8f30766e11c264e1cf24309dd069dc910d66ba9e5996b426,E5C-R25-I9,E5C-R25,9
1299586157.2880864,1299586157.2880864,0.0,1.2995862572880865,True,0.0,22076575.449636158,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,13cbf23c3655a4437d1b77d1379a0405b2499485b2a3bd4f9cc5dbe84bec1fd9,E5C-R26-I3,E5C-R26,3
2847643635.4483585,2847643635.4483585,0.0,2.8476437354483584,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,5cb52c7366a951de4c4fde70975080831c0f323c5024bb77d1f80bdf58c9d044,E5C-R26-I6,E5C-R26,6
4174958884.0436845,4174958884.0436845,0.0,4.174958984043685,True,0.0,4204849.413239064,True,False,0.0,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,985496b83297e868772aec6590b56f3068eea961a984e1df57aa2db7e23f8b52,E5C-R26-I9,E5C-R26,9
1546650115.4526837,1546650115.4526837,0.0,1.5466502154526838,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,e0076e2b7f46ccc76c18ced3e8843912395f357a8d9485ba1f3f96477dfab04b,E5C-R27-I3,E5C-R27,3
2825361472.1177115,2825361472.1177115,0.0,2.8253615721177114,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,2c58a0568fedd5294ab70f89c1ff3a0bf37f0aa8f93cac211fb7756f41fd2531,E5C-R27-I6,E5C-R27,6
4320646663.130172,4320646663.130172,0.0,4.320646763130172,True,0.0,0.0,True,True,0.0,True,True,True,True,True,SAME_OBJECTIVE_AND_DECISION,30b2b0ec0bba5541d8b8668bb4a8499da17385592eacf5081286d8958011824e,E5C-R27-I9,E5C-R27,9
1107785116.9369557,1107785116.9369555,2.384185791015625e-07,1.1077852169369558,True,0.0,177676860.6073049,False,False,2.384185791015625e-07,True,True,True,True,False,OBJECTIVE_EQUIVALENT_DECISION_DIFFERENT_CONSISTENT_WITH_ALTERNATIVE_OPTIMA_OR_DEGENERACY,87c5e53416e08d06486c77135d0a920b73fee3d7d768b778b519900199c1cb11,E5C-R28-I3,E5C-R28,3
