case_id,simulation_id,sample_index,input_sha256,original_status,original_failure_type,original_result_sha256,replay_status,reproduced_oracle_failure,failure_stage,decision_role,first_stage_sha256,failing_scenarios,failing_scenario_count,iterations,complete_full_exact_certification_calls,infeasible_scenarios,scenario_taxonomy,replay_evidence_sha256
E2A_VACCINE_H0,LA-0289,289,fa2f1df2a5a81adf302bb6baff73cd4c0130b16333573323ae44149beefce25b,oracle_failure,oracle_failure,6b7255b320f440a41fcd4669e7d1992116862ce9989f0d8ef2e9448fa9d8d2f5,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,6e3e9feaba9b1ee098af4307b7da8afc9b1b76341de43a1599a51bd5c9239859,h19,1,3,1,h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",c484d6c95db8c26ac313af8c788e69e6725c37a0dca9ee52293a60bc17a55312
E2A_VACCINE_H0,LA-0291,291,9c295c9cdc825318f593bdb2682c866fda5557c46098cfc294a300c2218d33e5,oracle_failure,oracle_failure,486ee68c13aa167aab1678f755f0a007622e257af28b57e413f17efe8fd84604,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,4f44e6807397d046e459f8b568d1404fa93095def7d4307521ee4b89979620ee,h09,1,3,1,h09,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",ecca42b9c9c2b959e26dcd68bbadf1d1ba085e518c32b0484d2a45cc7995c86d
E2A_VACCINE_H0,LA-0298,298,5ffcb8416097009ab57f63954644fb5c0775284c4e0ff34e8b6a48fa18cf6edd,oracle_failure,oracle_failure,0aa98a8fd2cc9de8667e257a7252f71fc72f690eab3ac56d01fab3e89d9a5357,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,0e0dfcd4bca72e92517d0d3eefc8f87b5d0e2a90e1759889c11d52f2facb24db,h09,1,3,1,h09,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",8f54778ba082d5e15a61c41ded91085b2771571f2d7aaf0eec856f8b4573afab
E2A_VACCINE_H0,LA-0308,308,600885755cbb533d7636a4202c2db8b488a60f166a9a98443bcdf11f9246f81c,oracle_failure,oracle_failure,e09b58348af61f76cf76d31fe5c494293de16371e5d6f17ba3e995e388c74786,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,0e99cf0c8bad18a7efda9d478e26b05730b91282d30e14b9a3ba8516fc3e0f49,h19,1,3,1,h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",e4031181b272eb22bcee058ded44980d8b8c5317025c39438efabd3da01c01e6
E2A_VACCINE_H0,LA-0311,311,2ad8e27d064113cd71ac096661d5484eb440cd01ba5469c5108f0c31297668ed,oracle_failure,oracle_failure,189a5223b399a8dacf1df8924ce549aecfe22b332b5f638c240b86479ace9b46,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,3ec70213c952fa855b579727710437f6afd365e95185c932b0c51efb426180dc,h19;h20,2,3,1,h19;h20,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",af99052db35fcdb45d027001426be9bccd089d60f122b3e089eca4c0949027e9
E2A_VACCINE_H0,LA-0342,342,5975c8e611dac33b7a7dca31507f61ea3c00713614dd3bcbeabe2dc4d6bb8896,oracle_failure,oracle_failure,dccde7b67490f730bcfe05b2c19c340a3752fb87780348c2c678f63bcfaacbc6,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,d5a574a3b78f36dac52ed17976374657c36cf6fb9c73ae7d8042c5c20313abd6,h19,1,3,1,h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",e012d1bd1d924ebfd9ba413342d0f0cd6e5e0e2cfe04f6f2ed70005122fae227
E2A_VACCINE_H0,LA-0365,365,03571409f530a57950103a16cc3d0f31cfa9635ee41d994996c4ed270bbb4e53,oracle_failure,oracle_failure,748a7b592f12bdfb048a413f7baa2da3093c106b45c2caf2f41891e501c38bed,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,79ccc14b5b6e349464bf6c0b4704d6f3499cc07eef4c8917f5a07aaa1697793c,h09;h17,2,3,1,h09;h17,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",3a86b74c0a33345dc6b17a35b827c17db9e1cb4ee7354a6e2ce1dd961b6839e7
E2A_VACCINE_H0,LA-0376,376,accf2f786359cbca37bbc8409f5bc01cfc162de1cb340188b890d1d5f662c772,oracle_failure,oracle_failure,2cf8dbb12f778f398092c56b6f76fa680507fabfe72d768f10fae16d0e66194c,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,99d658c8f235065bf77f96320306323ed5d634b4c648404b8d259f2df77a5234,h17;h19;h20,3,3,1,h17;h19;h20,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":3,""OPTIMAL"":21}",6dcc99b86fd5076da6ed1f93c7d341418643347b39361fc2f295cf39917c18fc
E2A_VACCINE_H0,LA-0409,409,d913442f3337a0a02afd4970b676443ebc901b83c7b357c423a98df6473ae779,oracle_failure,oracle_failure,f1205954a92d2751147198a4d39fb5460dd35ab43d515e3dfc19ff941a43845e,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,cbcbcaa06e00d394a6d743df7d5b0ecd2d49c6a85158ae024271a0f6d6f9e486,h19,1,3,1,h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",3827fbad9b5e8cccec44e91f4dc5006bc01e39ccc002ab5a346118924ab024e3
E2A_VACCINE_H0,LA-0412,412,9ab8fd65493da1befdf9f5030c1af0a210ea1e451d00cea6e6afb5ad755b260f,oracle_failure,oracle_failure,daf1970c6e666a7f4b16507681ba7e0399bc4eb2e42e579a8003de51354c8ca2,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,96ea19df7a5ca27d31a1e1e9f5b6bdd5b1404f1be4aa99f8c2c5ac3d397edd36,h17,1,3,1,h17,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",2873abfbd9fe0020a4ffea6c62c2f78c9a89093a72f2ee7818537446730666b9
E2A_VACCINE_H0,LA-0436,436,1e77197beadf8e9a715f7bb85ef8f315c51adce8c616488cfab3d9650af78639,oracle_failure,oracle_failure,392c87932d8a0e12b89fd6a113b690e4ad8e1d33f55ce85b15dd1db4cc8c657d,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,4730377c6d1a654ebf5bc4abf998f05cda119328313a6680c1d93d91caf184d2,h19;h20,2,3,1,h19;h20,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",0cdd5605f53a1025b7cc4fc886cc7d2cbb1c9366a6a12961b28c9f108519e648
E2A_VACCINE_H0,LA-0449,449,b99e0b8184bdd18eceee93dc36767e3a4085f25705345953926bcb96a5b5308f,oracle_failure,oracle_failure,ece76471108d7c23406fb081ac70f9345d5d520f48aeed9122ccbe12cbaea246,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,328844f288be377940e3e90d6b2bbee9140413932b3c1a0a41d0ef8c6aef684b,h09,1,3,1,h09,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",d533eed07fd74fd0f4809d13c4b708a061a514bbfa2586b2ce5c83d2f6be75f8
E2A_VACCINE_H0,LA-0476,476,2c38ba8603b19625d68e15fb19eabb6ac6deee09658303618a7ec46323718de4,oracle_failure,oracle_failure,ce1509598266652dd85dc9db70d9dde463a3045a2a408c05a76dc34634265a52,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,916a7d006b85469da351483501c0d3543efc4e6044e95cfaf37a0afb5a833a6a,h09,1,3,1,h09,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",3173af90d6f4c19f24569dc7be4a91fe78193897e13ab93b94513ea757ef4dc0
E2A_VACCINE_H0,LA-0496,496,9d697be546915ba9e9c742825e409d88ae9ad0b34a692676c63c615990de25f8,oracle_failure,oracle_failure,f710d5a9ecd9e0c645df3cc501b3a9e1510437b4a543141893496b69d5c5cf8f,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,349f371d525ed5be6365112e1451bbde8bfc7c508ae4e795793fd0c2a487a15a,h09,1,3,1,h09,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",18dd9592b448c4421efe6708c45434f20420c7bf4793edde72476c3c56e7b7d3
E2A_VACCINE_H0,LA-0504,504,ed71f2f85e64fda188216aa4764e6f849413b10da2384834f54e69fb5e4e1f4b,oracle_failure,oracle_failure,4e578ba77f2f5380c942b20718da030a62969f9e69876201cac26a84fe98cd76,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,8595a4fa7dea921db7eb52bff59d9e9b7a68d8027bf3e5f909cc2caef50aab4f,h19,1,3,1,h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",556bd7241a8e6090df074fe5edbd472a98ea78886f50de674639277922238fe4
E2A_VACCINE_H0,LA-0523,523,d31aa80ffad076f8dd285ed039d40993d844b1d27fe990b838b50f90d2c56fa9,oracle_failure,oracle_failure,1d54abf72eedd416fd159d6cae96152fb743eee8b2381015b97831aa13fd2e4a,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,c6614946ccdafa204790d5dcbbc19940ebf22c70bb32bc930f281c76e7df8e1c,h09;h19,2,3,1,h09;h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",4ac1fb9c77c2d45b79f67dcb9083eea16fd334655db2542d2185986ce9e33b33
E2A_VACCINE_H0,LA-0538,538,bb258092ace55c12f6803dbf9c2e9f9ca7929da87dfb0a40296ec047254940f3,oracle_failure,oracle_failure,3076b523ee5f688792d48e1a3c650eec27b6c777f97ff92e4285219313c247c2,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,7a3b01916e255868f64985ff4e6a9eee4b92b1f3801a63319ace83a1197a99b0,h19,1,3,1,h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",0c971b8cb8882907273ac70e07015518087675abcc4f91f0834691081e6f5062
E2A_VACCINE_H0,LA-0541,541,04d1b35d27b3ba8780541d7818178d4a2540ba3ca7eba219c7d74b1f4a8ae6fe,oracle_failure,oracle_failure,a33b25732c57f73469fdbd3d8613c8b229f84687244c13aeab1c542e53a6e915,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,40bf416ebf2c32d453eb15b28faf53cbbb25a2ff00e114e7627371abd046686d,h17;h19,2,3,1,h17;h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",7cab24601d608b8ab5bd0259a0e00042a644c469417b3685c0c18a422dba0103
E2A_VACCINE_H0,LA-0611,611,7f0f205a2367c6b286612b5c83bd466e403a76a853ea3c65e54c168aca01ade9,oracle_failure,oracle_failure,b93fe65f0c4f35601ce92b40297bcc56da3148ef50968c6c6c8c8f3ed8e36a70,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,31010b310350ce4572b1d84119e2f9914dde7d9f24b7b46d9e414ba7c083c4b7,h17;h19,2,3,1,h17;h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",82767908c7f66a56fcbdb3463abce557f1b77160a724cd3700cf340d631a84c7
E2A_VACCINE_H0,LA-0618,618,cc51d9aa8025dc8c3cad333a7d884bcd02747b3bb5b1eb75c4d4790786d456cb,oracle_failure,oracle_failure,ecd9dae047561e885a5c1c0404707541a915b1643d21b9ee4108f06cb50227f7,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,5dcf39cb74179acc289ef98b576cd26d31709e8e4cf4b8f9eaf30f53b9244298,h17;h19;h20,3,3,1,h17;h19;h20,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":3,""OPTIMAL"":21}",4940992705159b9588394b760dcae0410ed6c741153c4e9bf282ab154c3cacfe
E2A_VACCINE_H0,LA-0644,644,103819d6efae8e8d55afb623531c8fcc5caedfe82e8359c199034866e7596adb,oracle_failure,oracle_failure,5b0f80cdfac994661cdaf81768cb2cebd7eb674ce406d83f19a9320cd84dd0e0,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,86af4f194f8835b3ebd3c7c1a0a9d6ee1ae536136b10e0158865efa413df60b4,h09,1,3,1,h09,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",f2dab3c2871a5af71d5c1d6f41241cf81a8a5b35245a7832cc0a92a80a53f740
E2A_VACCINE_H0,LA-0654,654,4ef1d9df69d5d7130d3d42e294c1182123f2593437574be71ff64cfbe18e8424,oracle_failure,oracle_failure,4f88167f7fc339f0be71a4ea4eb82b0fe1c33343bf6b67e632c71305af509073,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,08632fcf08c5fdff3be3f3389848244a7ba9b776a496212b8ea82322149e4863,h09;h17,2,3,1,h09;h17,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",fc0c159cab8883cf003f5255816265a29b1ce9a6aaf4c4ab239a7e447ba2000d
E2A_VACCINE_H0,LA-0655,655,45489cb4e0a7fca0bb86ea1f9af348ada1ccef4291e4db2c2a29812789df4bca,oracle_failure,oracle_failure,b0aaaa9b6c7f24b7813818546fa2b4fc1c91cbaee4bc4b5940be3ac533771f1b,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,c2628f82f87f0286a041304952cae694c9a18f56cc3acd93975b01f2a4ded1ec,h09;h17;h19,3,3,1,h09;h17;h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":3,""OPTIMAL"":21}",dd5b73141b4a3b70ae0e449ef4e4475e4b66c63c0c03fc11c471b84356e3fe2f
E2A_VACCINE_H0,LA-0664,664,5497f1c9a446434f8dd9be045670011511bc6bb3d13d795ab51e1e389b7e6bc4,oracle_failure,oracle_failure,d94ff6592f2d41fe74d121e2f917e80cf172c2fa5610be75c9ee420ec9a73bbc,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,49c8081f6b8f2fbe7626bc1b10035090338c9123f12dbe9355c59f976fef2813,h17,1,3,1,h17,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",10596e463b14a2edb96ff7ffb4940536f0d64d152343d7fccaa50b259492708f
E2A_VACCINE_H0,LA-0671,671,942fb721765250f53d531bb6e5b970d0a0c78a7989fe46d19ff34f0287782c4d,oracle_failure,oracle_failure,f486111546b797597d826833ca7548758d0f110ca4bb03164e22ec22cf27efe3,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,a94e3a638f816453f11e4980a039eec2c72fbde6a60a4ae7d2469e52f415409a,h17;h19,2,3,1,h17;h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",1fc9f1f27d6b2dff7fa15013fbafd43261e000711c86da6289655b1d732ee4b4
E2A_VACCINE_H0,LA-0672,672,cfc7d8a4a29a1874a559261f9b9bed31e89a00e1e8046d9b72386c1834491f78,oracle_failure,oracle_failure,b4969b0eec4f3a327097fdb87baa14de1f19d415fcc271c216fab1edfce48a22,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,fe667f8b7719fb96b3ebbed1403c95300f7eddde05a51b758b2699daccd5a694,h17;h19,2,3,1,h17;h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",f99767a4af5d4cb2daf737025a47e0fc3e8ba353149499d56838792460759318
E2A_VACCINE_H0,LA-0700,700,34760519ea33f8b449aca642ef11b1e39fcb24d222b2f211fb1c46dee6a61d0d,oracle_failure,oracle_failure,a98943e5120af46b7611a5d4c3730277d9c9a614bd16d54b8a0aaa215d4c17ff,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,74cb74880742c7e927604ab718cf3b2aeb86c1b3cc7659bbb85a43bdeff07c1b,h17;h19,2,3,1,h17;h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",a3463fe3f59562863ba7e61d0c92958ff8aa731afe1cddb11be240afb8f7acfd
E2A_VACCINE_H0,LA-0718,718,e5a0a9e3756ac75f7bc4803ff404f00170cd3d4602e958dfe083a970fc7af97b,oracle_failure,oracle_failure,8239b187fce47f7572718eeec98bdfa844fe5c67fda01e7c490fea4cb3cbf9eb,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,b86110f80ae5fdb2e05127bfc05af7db71b49c2ce3d52ee381f572d70eef72aa,h19,1,3,1,h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",119d3266fede7254cb329457d4a375b46298d7c32a74a127bac34839e46d249b
E2A_VACCINE_H0,LA-0742,742,fa7c40aaf4394633133e11289327791db3f58eb169515367acc9a0fe975e0019,oracle_failure,oracle_failure,fd236422ffc79038429c0e3a230ae019c6a03f1e8f514b34189ef3ea50dd4c43,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,147543594ff2bc73d35c29f4dd6a170662418e54539f2390a8faef02520fe3f6,h09,1,3,1,h09,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",bd49d37e99883268b3ae7160b2ba1840217614c9143a3310e34df1824ef421a3
E2A_VACCINE_H0,LA-0769,769,cd9a068bd11fcd88b9b2cf7c8f2bec5dbf1dd17bc4a7f2ed77f1dbc288c441dc,oracle_failure,oracle_failure,a1b1ce96eec9f4aac326641466ce8ea503624d5462a30a0822d09597bc742765,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,03b687101de8bcff77c34a2a48b6d8bdc2d524469bc949378d7aa341dae2daaa,h17;h19,2,3,1,h17;h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":2,""OPTIMAL"":22}",068202526d6d8a461e4d06128d22b886829f2214e4a0d1c4ae75a9fc7585717c
E2A_VACCINE_H0,LA-0774,774,0c98ebc644844d7ca0172872306d87c11039cd5d0dd7f629de88cecc21bb4875,oracle_failure,oracle_failure,8c006997f6ea4e0bf993266f7d627ee10d67317aae1f0a242d805d26c39cf1f6,oracle_failure,True,FULL_EXACT_CERTIFICATION,FAILED_FULL_CERTIFICATION_DECISION,064ebb188b7a2c8d96910626d3dc4ff679ef22684fb70b2ebd437cdf69ee8562,h19,1,3,1,h19,"{""A_SOLVER_INFEASIBLE_BUT_ORIGINAL_WITNESS_FEASIBLE"":1,""OPTIMAL"":23}",b101b02ba67d6d6df25d4798826ee0d8ec7ac042f2b83b1a0ec8d5839eab1b66
